host_since,neighbourhood,city,accommodates,price
2016-11-21,Observatoire,Paris,4,91
2016-05-01,Observatoire,Paris,2,89
2017-04-14,Opera,Paris,4,69
2017-04-29,Louvre,Paris,2,70
2014-11-21,Vaugirard,Paris,4,159
2014-12-02,Popincourt,Paris,7,115
2013-10-15,Batignolles-Monceau,Paris,2,70
2016-02-05,Popincourt,Paris,2,31
2015-08-05,Enclos-St-Laurent,Paris,2,85
2017-08-09,Enclos-St-Laurent,Paris,2,40
2014-08-15,Temple,Paris,6,300
2017-11-12,Louvre,Paris,4,97
2017-12-16,Menilmontant,Paris,2,85
2018-03-01,Enclos-St-Laurent,Paris,4,38
2014-06-03,Pantheon,Paris,2,60
2013-07-10,Passy,Paris,4,166
2015-07-23,Buttes-Montmartre,Paris,2,45
2018-04-27,Reuilly,Paris,3,70
2014-05-26,Vaugirard,Paris,2,108
2014-04-03,Enclos-St-Laurent,Paris,2,50
2014-11-15,Elysee,Paris,6,390
2018-06-18,Louvre,Paris,6,110
2018-06-24,Palais-Bourbon,Paris,3,260
2018-09-04,Menilmontant,Paris,2,90
2018-09-19,Hotel-de-Ville,Paris,4,179
2014-06-03,Popincourt,Paris,3,52
2016-04-18,Temple,Paris,2,70
2013-05-27,Vaugirard,Paris,4,65
2014-04-22,Buttes-Montmartre,Paris,3,70
2017-06-01,Hotel-de-Ville,Paris,2,150
2016-01-26,Buttes-Montmartre,Paris,2,60
2017-03-25,Opera,Paris,2,60
2019-06-09,Popincourt,Paris,2,55
2015-11-19,Vaugirard,Paris,2,46
2019-07-15,Luxembourg,Paris,4,130
2015-10-25,Buttes-Montmartre,Paris,2,42
2015-07-20,Buttes-Montmartre,Paris,1,39
2014-01-06,Opera,Paris,5,180
2014-07-07,Reuilly,Paris,4,45
2014-12-22,Batignolles-Monceau,Paris,2,77
2019-02-04,Popincourt,Paris,2,55
2016-05-11,Buttes-Chaumont,Paris,6,120
2015-03-23,Temple,Paris,2,60
2016-03-18,Popincourt,Paris,1,26
2015-07-09,Gobelins,Paris,3,49
2019-01-03,Elysee,Paris,4,141
2015-05-26,Passy,Paris,2,39
2011-04-24,Gobelins,Paris,1,45
2011-05-07,Pantheon,Paris,3,80
2012-05-18,Enclos-St-Laurent,Paris,3,61
2012-05-29,Gobelins,Paris,3,90
2011-10-10,Temple,Paris,3,49
2013-03-19,Elysee,Paris,3,150
2011-05-16,Enclos-St-Laurent,Paris,3,67
2013-05-14,Louvre,Paris,3,200
2012-07-19,Batignolles-Monceau,Paris,3,106
2013-06-21,Buttes-Montmartre,Paris,5,85
2013-07-10,Temple,Paris,3,96
2013-09-02,Enclos-St-Laurent,Paris,5,87
2012-02-12,Buttes-Montmartre,Paris,3,67
2013-10-05,Palais-Bourbon,Paris,3,129
2013-11-12,Opera,Paris,3,145
2014-07-28,Menilmontant,Paris,3,82
2013-08-26,Luxembourg,Paris,3,160
2014-10-12,Bourse,Paris,1,35
2015-03-27,Opera,Paris,3,110
2015-04-08,Pantheon,Paris,3,89
2015-06-01,Gobelins,Paris,1,70
2015-06-27,Batignolles-Monceau,Paris,3,66
2015-07-05,Menilmontant,Paris,3,55
2013-09-04,Opera,Paris,3,90
2016-02-26,Batignolles-Monceau,Paris,1,32
2015-07-03,Popincourt,Paris,5,149
2016-06-07,Vaugirard,Paris,3,93
2013-08-19,Buttes-Chaumont,Paris,3,80
2014-01-29,Reuilly,Paris,3,70
2015-01-22,Vaugirard,Paris,1,50
2012-08-13,Opera,Paris,3,100
2015-05-24,Popincourt,Paris,3,89
2017-10-23,Hotel-de-Ville,Paris,3,120
2017-11-19,Passy,Paris,1,30
2014-09-01,Buttes-Chaumont,Paris,3,70
2018-05-17,Vaugirard,Paris,1,95
2014-08-25,Buttes-Montmartre,Paris,3,60
2015-05-10,Vaugirard,Paris,3,55
2013-07-02,Observatoire,Paris,3,58
2016-07-17,Reuilly,Paris,1,59
2016-03-20,Gobelins,Paris,3,70
2012-04-18,Popincourt,Paris,3,170
2012-08-26,Buttes-Montmartre,Paris,3,55
2016-07-21,Observatoire,Paris,3,95
2019-05-23,Vaugirard,Paris,3,110
2014-07-16,Buttes-Montmartre,Paris,3,32
2014-07-03,Popincourt,Paris,3,50
2015-06-26,Observatoire,Paris,3,75
2015-06-23,Popincourt,Paris,3,93
2015-02-05,Batignolles-Monceau,Paris,3,60
2015-05-19,Louvre,Paris,3,95
2015-08-03,Batignolles-Monceau,Paris,3,110
2013-06-24,Louvre,Paris,3,75
2015-10-08,Batignolles-Monceau,Paris,3,65
2019-06-22,Enclos-St-Laurent,Paris,3,50
2015-11-08,Vaugirard,Paris,4,60
2017-03-22,Gobelins,Paris,4,95
2017-03-24,Gobelins,Paris,4,45
2018-01-09,Enclos-St-Laurent,Paris,4,175
2012-08-23,Batignolles-Monceau,Paris,4,72
2014-06-21,Menilmontant,Paris,4,60
2016-02-18,Observatoire,Paris,4,60
2016-11-20,Menilmontant,Paris,4,36
2010-05-15,Menilmontant,Paris,4,75
2011-09-17,Opera,Paris,4,98
2012-02-13,Louvre,Paris,4,185
2012-06-12,Reuilly,Paris,4,94
2012-07-04,Reuilly,Paris,4,100
2012-07-14,Batignolles-Monceau,Paris,4,165
2012-09-19,Batignolles-Monceau,Paris,4,170
2012-12-27,Bourse,Paris,4,159
2012-01-26,Temple,Paris,4,52
2012-03-21,Menilmontant,Paris,4,65
2012-06-20,Gobelins,Paris,4,75
2013-07-17,Opera,Paris,4,99
2013-07-26,Hotel-de-Ville,Paris,4,92
2013-03-07,Temple,Paris,4,98
2013-11-07,Gobelins,Paris,4,115
2013-10-17,Vaugirard,Paris,4,140
2014-04-22,Observatoire,Paris,4,80
2013-04-21,Temple,Paris,4,140
2014-07-20,Popincourt,Paris,4,80
2013-12-09,Enclos-St-Laurent,Paris,4,109
2014-10-01,Batignolles-Monceau,Paris,4,110
2014-11-26,Observatoire,Paris,4,85
2012-10-30,Menilmontant,Paris,4,50
2014-03-07,Buttes-Montmartre,Paris,4,79
2015-01-14,Buttes-Chaumont,Paris,4,75
2015-05-13,Popincourt,Paris,4,110
2012-07-22,Reuilly,Paris,4,55
2015-05-29,Batignolles-Monceau,Paris,4,58
2015-06-09,Luxembourg,Paris,4,95
2014-04-16,Popincourt,Paris,4,109
2014-10-09,Bourse,Paris,4,97
2014-08-13,Popincourt,Paris,4,130
2013-08-27,Louvre,Paris,4,130
2015-09-09,Opera,Paris,4,264
2014-06-25,Popincourt,Paris,4,55
2015-11-24,Luxembourg,Paris,4,120
2015-06-29,Vaugirard,Paris,4,120
2016-03-26,Gobelins,Paris,4,98
2014-07-19,Reuilly,Paris,4,127
2014-06-03,Observatoire,Paris,4,87
2015-06-26,Vaugirard,Paris,4,100
2016-04-13,Gobelins,Paris,4,124
2016-06-04,Popincourt,Paris,4,151
2014-09-04,Bourse,Paris,4,150
2015-05-20,Popincourt,Paris,4,280
2015-01-21,Passy,Paris,4,100
2014-11-26,Temple,Paris,4,98
2017-03-01,Popincourt,Paris,4,130
2017-03-20,Popincourt,Paris,4,58
2017-05-15,Enclos-St-Laurent,Paris,4,90
2015-09-25,Luxembourg,Paris,4,99
2017-06-13,Temple,Paris,4,90
2017-07-18,Observatoire,Paris,4,50
2013-11-17,Vaugirard,Paris,4,130
2017-09-28,Gobelins,Paris,4,55
2014-06-27,Buttes-Montmartre,Paris,4,40
2016-01-07,Enclos-St-Laurent,Paris,4,125
2017-12-11,Vaugirard,Paris,4,99
2018-03-25,Menilmontant,Paris,4,52
2015-09-11,Popincourt,Paris,4,60
2015-09-07,Batignolles-Monceau,Paris,4,127
2015-02-10,Enclos-St-Laurent,Paris,4,98
2014-12-02,Elysee,Paris,4,350
2016-01-12,Vaugirard,Paris,4,80
2013-03-05,Menilmontant,Paris,4,80
2018-08-31,Enclos-St-Laurent,Paris,4,80
2012-07-01,Gobelins,Paris,4,80
2015-11-02,Vaugirard,Paris,4,83
2013-08-24,Popincourt,Paris,4,75
2014-08-11,Buttes-Montmartre,Paris,4,100
2013-02-25,Batignolles-Monceau,Paris,4,143
2019-04-22,Buttes-Chaumont,Paris,4,65
2017-09-08,Passy,Paris,4,75
2019-07-10,Pantheon,Paris,4,70
2014-07-12,Vaugirard,Paris,4,110
2013-08-21,Popincourt,Paris,4,65
2019-03-11,Popincourt,Paris,4,66
2019-11-07,Hotel-de-Ville,Paris,4,160
2013-05-19,Enclos-St-Laurent,Paris,4,65
2015-03-28,Opera,Paris,4,130
2019-07-02,Vaugirard,Paris,4,85
2015-07-25,Reuilly,Paris,4,74
2020-08-06,Reuilly,Paris,4,102
2010-01-10,Louvre,Paris,2,250
2012-06-16,Passy,Paris,2,77
2012-06-18,Bourse,Paris,2,150
2011-11-22,Passy,Paris,2,123
2012-09-20,Luxembourg,Paris,2,130
2012-08-19,Buttes-Montmartre,Paris,2,65
2012-10-12,Enclos-St-Laurent,Paris,2,55
2013-04-02,Opera,Paris,2,65
2013-04-14,Luxembourg,Paris,2,80
2013-04-16,Enclos-St-Laurent,Paris,2,85
2013-06-13,Opera,Paris,2,105
2012-06-19,Opera,Paris,2,80
2013-10-06,Observatoire,Paris,2,200
2013-07-27,Temple,Paris,2,100
2013-12-16,Vaugirard,Paris,2,65
2011-04-12,Popincourt,Paris,2,120
2012-03-12,Temple,Paris,2,105
2013-09-03,Enclos-St-Laurent,Paris,2,80
2014-11-02,Luxembourg,Paris,2,190
2015-03-19,Gobelins,Paris,2,40
2014-05-10,Vaugirard,Paris,2,103
2015-07-20,Observatoire,Paris,2,55
2014-08-03,Vaugirard,Paris,2,35
2015-09-15,Vaugirard,Paris,2,55
2015-09-23,Menilmontant,Paris,2,60
2014-11-21,Louvre,Paris,2,86
2014-08-11,Buttes-Montmartre,Paris,2,50
2016-07-01,Enclos-St-Laurent,Paris,2,50
2016-06-06,Pantheon,Paris,2,71
2017-01-27,Elysee,Paris,2,130
2016-06-06,Popincourt,Paris,2,85
2017-04-25,Hotel-de-Ville,Paris,2,53
2015-02-18,Elysee,Paris,2,60
2016-07-12,Pantheon,Paris,2,60
2013-07-11,Batignolles-Monceau,Paris,2,52
2014-04-25,Opera,Paris,2,115
2014-03-22,Temple,Paris,2,48
2009-06-28,Popincourt,Paris,2,90
2016-06-19,Batignolles-Monceau,Paris,2,50
2018-03-23,Vaugirard,Paris,2,60
2016-02-08,Bourse,Paris,2,85
2012-08-04,Enclos-St-Laurent,Paris,2,65
2013-07-21,Menilmontant,Paris,2,70
2015-08-08,Batignolles-Monceau,Paris,2,78
2018-06-04,Buttes-Montmartre,Paris,2,140
2014-05-13,Popincourt,Paris,2,65
2014-04-23,Batignolles-Monceau,Paris,2,75
2016-01-10,Palais-Bourbon,Paris,2,65
2014-04-29,Bourse,Paris,2,75
2015-03-23,Enclos-St-Laurent,Paris,2,80
2015-09-16,Popincourt,Paris,2,65
2015-04-22,Reuilly,Paris,2,80
2013-08-23,Menilmontant,Paris,2,80
2014-01-06,Opera,Paris,2,60
2015-03-31,Vaugirard,Paris,2,80
2015-06-16,Palais-Bourbon,Paris,2,60
2019-07-28,Gobelins,Paris,2,60
2015-08-16,Buttes-Montmartre,Paris,2,89
2015-10-11,Popincourt,Paris,2,50
2018-03-02,Elysee,Paris,2,39
2015-12-11,Popincourt,Paris,2,48
2012-07-06,Buttes-Chaumont,Paris,2,45
2012-12-25,Enclos-St-Laurent,Paris,2,55
2012-06-17,Palais-Bourbon,Paris,2,78
2013-03-16,Enclos-St-Laurent,Paris,2,65
2013-11-17,Popincourt,Paris,2,60
2013-12-13,Enclos-St-Laurent,Paris,2,44
2014-03-04,Popincourt,Paris,2,50
2013-09-18,Menilmontant,Paris,2,70
2012-07-26,Popincourt,Paris,2,90
2015-02-10,Palais-Bourbon,Paris,2,58
2015-03-14,Popincourt,Paris,2,35
2015-06-03,Batignolles-Monceau,Paris,2,90
2012-05-23,Popincourt,Paris,2,58
2013-07-23,Elysee,Paris,2,57
2015-08-15,Menilmontant,Paris,2,39
2013-10-04,Bourse,Paris,2,75
2017-06-19,Vaugirard,Paris,2,70
2014-09-10,Menilmontant,Paris,2,70
2014-05-30,Buttes-Montmartre,Paris,2,95
2014-03-24,Gobelins,Paris,2,80
2010-12-06,Reuilly,Paris,2,55
2016-04-06,Observatoire,Paris,2,99
2014-08-12,Enclos-St-Laurent,Paris,2,130
2014-06-22,Luxembourg,Paris,2,50
2015-08-16,Opera,Paris,2,70
2016-07-01,Luxembourg,Paris,2,65
2015-10-02,Reuilly,Paris,2,48
2016-08-06,Temple,Paris,2,69
2016-08-24,Enclos-St-Laurent,Paris,2,75
2016-01-20,Reuilly,Paris,2,75
2018-07-02,Popincourt,Paris,2,50
2016-03-08,Buttes-Montmartre,Paris,2,85
2011-04-12,Menilmontant,Paris,2,90
2016-01-14,Menilmontant,Paris,2,37
2018-10-05,Menilmontant,Paris,2,57
2019-06-15,Buttes-Chaumont,Paris,2,45
2015-06-16,Buttes-Montmartre,Paris,2,100
2014-06-22,Enclos-St-Laurent,Paris,2,95
2012-11-04,Popincourt,Paris,2,120
2013-05-09,Temple,Paris,2,80
2013-08-23,Popincourt,Paris,2,65
2012-08-29,Louvre,Paris,2,83
2015-12-20,Reuilly,Paris,2,50
2015-02-24,Vaugirard,Paris,2,100
2017-08-02,Pantheon,Paris,2,90
2012-07-03,Temple,Paris,2,121
2013-07-12,Vaugirard,Paris,2,70
2020-04-03,Pantheon,Paris,2,63
2011-04-30,Temple,Paris,2,178
2011-09-05,Enclos-St-Laurent,Paris,2,65
2011-09-14,Opera,Paris,2,159
2012-06-26,Vaugirard,Paris,2,150
2012-07-21,Enclos-St-Laurent,Paris,2,68
2012-07-20,Buttes-Montmartre,Paris,2,90
2013-06-04,Batignolles-Monceau,Paris,2,145
2013-05-04,Hotel-de-Ville,Paris,2,110
2013-07-20,Buttes-Chaumont,Paris,2,95
2013-08-21,Popincourt,Paris,2,95
2014-01-03,Popincourt,Paris,2,70
2014-03-05,Buttes-Montmartre,Paris,2,65
2014-03-16,Popincourt,Paris,2,110
2014-03-17,Palais-Bourbon,Paris,2,180
2013-12-02,Observatoire,Paris,2,110
2014-04-13,Opera,Paris,2,85
2013-04-13,Bourse,Paris,2,75
2014-01-07,Buttes-Montmartre,Paris,2,145
2014-04-21,Enclos-St-Laurent,Paris,2,42
2014-05-21,Hotel-de-Ville,Paris,2,217
2014-06-19,Opera,Paris,2,95
2014-10-07,Passy,Paris,2,300
2012-11-26,Reuilly,Paris,2,55
2015-03-01,Passy,Paris,2,180
2015-05-12,Menilmontant,Paris,2,71
2015-06-29,Popincourt,Paris,2,105
2015-07-16,Passy,Paris,2,75
2015-07-05,Louvre,Paris,2,130
2014-09-13,Temple,Paris,2,179
2015-07-04,Enclos-St-Laurent,Paris,2,45
2014-02-26,Louvre,Paris,2,250
2012-04-19,Vaugirard,Paris,2,83
2014-01-02,Vaugirard,Paris,2,250
2015-11-03,Popincourt,Paris,2,62
2015-12-10,Buttes-Chaumont,Paris,2,70
2016-01-21,Hotel-de-Ville,Paris,2,140
2016-01-31,Pantheon,Paris,2,65
2016-01-22,Buttes-Chaumont,Paris,2,71
2015-06-27,Elysee,Paris,2,146
2015-11-02,Menilmontant,Paris,2,50
2014-04-20,Menilmontant,Paris,2,79
2016-04-25,Buttes-Chaumont,Paris,2,60
2016-05-04,Menilmontant,Paris,2,49
2016-06-20,Vaugirard,Paris,2,50
2013-12-14,Enclos-St-Laurent,Paris,2,94
2014-08-25,Menilmontant,Paris,2,45
2011-09-30,Popincourt,Paris,2,100
2015-05-09,Passy,Paris,2,125
2014-08-25,Buttes-Montmartre,Paris,2,70
2016-06-14,Vaugirard,Paris,2,60
2017-01-02,Buttes-Chaumont,Paris,2,50
2017-01-03,Luxembourg,Paris,2,100
2012-09-29,Enclos-St-Laurent,Paris,2,120
2017-04-22,Menilmontant,Paris,2,80
2017-03-02,Hotel-de-Ville,Paris,2,350
2016-05-29,Reuilly,Paris,2,79
2013-05-11,Temple,Paris,2,79
2017-07-30,Buttes-Montmartre,Paris,2,45
2014-08-04,Elysee,Paris,2,110
2014-11-26,Popincourt,Paris,2,70
2015-03-03,Opera,Paris,2,85
2014-06-21,Buttes-Montmartre,Paris,2,69
2012-02-16,Opera,Paris,2,90
2013-04-11,Popincourt,Paris,2,75
2014-05-14,Buttes-Montmartre,Paris,2,90
2016-07-06,Opera,Paris,2,85
2017-07-31,Luxembourg,Paris,2,130
2011-10-16,Buttes-Chaumont,Paris,2,48
2014-04-16,Gobelins,Paris,2,59
2014-03-04,Buttes-Montmartre,Paris,2,115
2015-08-23,Batignolles-Monceau,Paris,2,50
2016-06-27,Batignolles-Monceau,Paris,2,60
2017-02-09,Hotel-de-Ville,Paris,2,70
2012-07-24,Bourse,Paris,2,70
2014-07-22,Observatoire,Paris,2,55
2015-05-13,Batignolles-Monceau,Paris,2,50
2018-06-28,Hotel-de-Ville,Paris,2,200
2018-09-13,Louvre,Paris,2,85
2012-01-02,Popincourt,Paris,2,99
2016-02-10,Opera,Paris,2,80
2019-01-20,Opera,Paris,2,100
2011-08-17,Bourse,Paris,2,106
2013-06-09,Passy,Paris,2,95
2012-11-30,Reuilly,Paris,2,100
2014-07-25,Menilmontant,Paris,2,25
2013-10-28,Buttes-Montmartre,Paris,2,59
2015-08-13,Palais-Bourbon,Paris,2,28
2014-04-06,Menilmontant,Paris,2,35
2012-07-26,Vaugirard,Paris,2,95
2014-04-24,Reuilly,Paris,2,80
2015-11-27,Temple,Paris,2,100
2015-10-31,Menilmontant,Paris,2,65
2012-08-01,Reuilly,Paris,2,60
2019-10-08,Elysee,Paris,2,157
2013-01-21,Menilmontant,Paris,2,70
2014-07-16,Passy,Paris,2,70
2015-05-16,Menilmontant,Paris,2,50
2014-10-17,Gobelins,Paris,2,39
2016-04-23,Popincourt,Paris,2,48
2013-07-22,Popincourt,Paris,2,99
2017-05-20,Buttes-Montmartre,Paris,2,60
2015-07-02,Popincourt,Paris,2,80
2016-09-06,Reuilly,Paris,2,55
2016-07-20,Enclos-St-Laurent,Paris,2,49
2013-08-04,Buttes-Montmartre,Paris,2,120
2011-11-11,Buttes-Montmartre,Paris,2,118
2012-04-13,Temple,Paris,2,115
2012-05-07,Vaugirard,Paris,2,150
2012-12-10,Popincourt,Paris,2,52
2012-12-14,Temple,Paris,2,70
2013-03-06,Vaugirard,Paris,2,45
2013-07-02,Bourse,Paris,2,75
2013-11-30,Temple,Paris,2,140
2013-12-03,Popincourt,Paris,2,100
2014-03-10,Elysee,Paris,2,93
2013-10-24,Hotel-de-Ville,Paris,2,180
2013-05-23,Hotel-de-Ville,Paris,2,44
2013-04-06,Passy,Paris,2,80
2015-03-20,Buttes-Montmartre,Paris,2,50
2015-04-13,Louvre,Paris,2,100
2012-07-17,Opera,Paris,2,79
2013-06-01,Temple,Paris,2,140
2015-06-24,Pantheon,Paris,2,62
2013-06-16,Buttes-Montmartre,Paris,2,121
2014-03-03,Buttes-Montmartre,Paris,2,95
2011-08-23,Enclos-St-Laurent,Paris,2,66
2012-12-16,Enclos-St-Laurent,Paris,2,50
2012-12-11,Buttes-Montmartre,Paris,2,95
2013-03-15,Hotel-de-Ville,Paris,2,98
2013-02-28,Hotel-de-Ville,Paris,2,140
2015-03-16,Batignolles-Monceau,Paris,2,90
2011-08-06,Enclos-St-Laurent,Paris,2,80
2016-01-15,Batignolles-Monceau,Paris,2,120
2015-03-17,Popincourt,Paris,2,79
2016-06-02,Luxembourg,Paris,2,145
2014-10-14,Buttes-Montmartre,Paris,2,59
2014-02-18,Buttes-Montmartre,Paris,2,120
2013-10-24,Popincourt,Paris,2,95
2013-01-28,Enclos-St-Laurent,Paris,2,113
2011-08-14,Buttes-Chaumont,Paris,2,80
2014-11-21,Temple,Paris,2,90
2011-03-29,Elysee,Paris,2,144
2015-10-30,Hotel-de-Ville,Paris,2,180
2012-11-11,Buttes-Montmartre,Paris,2,130
2014-08-01,Louvre,Paris,2,85
2016-04-16,Vaugirard,Paris,2,118
2015-10-06,Hotel-de-Ville,Paris,2,98
2014-08-03,Popincourt,Paris,2,85
2014-11-25,Pantheon,Paris,2,80
2018-04-08,Luxembourg,Paris,2,165
2018-04-13,Observatoire,Paris,2,90
2013-10-29,Popincourt,Paris,2,260
2016-05-11,Buttes-Montmartre,Paris,2,85
2014-11-15,Popincourt,Paris,2,97
2013-07-08,Enclos-St-Laurent,Paris,2,80
2014-12-19,Enclos-St-Laurent,Paris,2,100
2018-12-08,Hotel-de-Ville,Paris,2,189
2017-04-26,Louvre,Paris,2,120
2014-07-23,Reuilly,Paris,2,150
2017-12-07,Passy,Paris,2,75
2015-03-25,Buttes-Montmartre,Paris,2,56
2015-05-12,Enclos-St-Laurent,Paris,2,69
2015-07-05,Vaugirard,Paris,2,80
2014-07-28,Menilmontant,Paris,2,60
2019-06-01,Passy,Paris,2,213
2015-06-15,Hotel-de-Ville,Paris,2,90
2019-05-10,Gobelins,Paris,2,50
2016-04-29,Passy,Paris,2,85
2016-11-18,Reuilly,Paris,2,51
2014-05-05,Menilmontant,Paris,2,48
2015-08-23,Vaugirard,Paris,2,100
2014-05-26,Popincourt,Paris,2,70
2012-10-15,Popincourt,Paris,2,60
2016-05-08,Buttes-Montmartre,Paris,2,80
2016-01-31,Enclos-St-Laurent,Paris,2,65
2018-03-06,Buttes-Chaumont,Paris,2,82
2017-01-24,Buttes-Chaumont,Paris,2,55
2009-08-24,Popincourt,Paris,2,75
2012-11-19,Popincourt,Paris,2,65
2013-08-21,Buttes-Chaumont,Paris,2,114
2013-11-19,Temple,Paris,2,80
2014-03-25,Luxembourg,Paris,2,83
2012-02-19,Opera,Paris,2,71
2013-07-14,Hotel-de-Ville,Paris,2,154
2012-12-03,Luxembourg,Paris,2,90
2014-12-03,Pantheon,Paris,2,110
2015-10-07,Bourse,Paris,2,170
2015-11-02,Vaugirard,Paris,2,110
2016-06-05,Hotel-de-Ville,Paris,2,65
2016-10-30,Menilmontant,Paris,2,40
2017-01-16,Bourse,Paris,2,170
2014-10-15,Buttes-Montmartre,Paris,2,48
2016-07-02,Vaugirard,Paris,2,83
2012-08-17,Batignolles-Monceau,Paris,2,350
2014-06-06,Enclos-St-Laurent,Paris,2,100
2018-05-08,Popincourt,Paris,2,78
2013-11-17,Popincourt,Paris,2,100
2015-06-21,Opera,Paris,2,75
2016-08-21,Temple,Paris,2,59
2016-03-11,Opera,Paris,2,85
2018-08-15,Gobelins,Paris,2,78
2013-01-02,Buttes-Montmartre,Paris,2,75
2014-11-14,Buttes-Montmartre,Paris,2,95
2019-02-19,Luxembourg,Paris,2,68
2019-04-12,Hotel-de-Ville,Paris,2,55
2016-05-03,Vaugirard,Paris,2,90
2014-08-13,Popincourt,Paris,2,100
2016-07-27,Buttes-Montmartre,Paris,2,26
2019-08-08,Hotel-de-Ville,Paris,2,120
2013-10-10,Enclos-St-Laurent,Paris,2,55
2018-06-22,Elysee,Paris,2,150
2016-04-05,Observatoire,Paris,2,100
2020-02-27,Enclos-St-Laurent,Paris,2,50
2012-11-29,Temple,Paris,2,90
2012-11-29,Enclos-St-Laurent,Paris,2,95
2013-03-26,Buttes-Montmartre,Paris,2,95
2013-04-25,Vaugirard,Paris,2,75
2013-04-28,Opera,Paris,2,75
2013-01-10,Enclos-St-Laurent,Paris,2,68
2013-05-13,Opera,Paris,2,60
2013-08-07,Pantheon,Paris,2,80
2014-08-04,Luxembourg,Paris,2,79
2012-04-25,Popincourt,Paris,2,70
2015-07-14,Buttes-Montmartre,Paris,2,80
2015-11-30,Opera,Paris,2,91
2016-01-05,Popincourt,Paris,2,56
2015-08-11,Enclos-St-Laurent,Paris,2,55
2016-04-05,Observatoire,Paris,2,90
2016-04-11,Luxembourg,Paris,2,105
2016-07-03,Bourse,Paris,2,95
2014-04-25,Louvre,Paris,2,65
2016-08-10,Buttes-Montmartre,Paris,2,98
2016-08-22,Vaugirard,Paris,2,46
2015-02-07,Popincourt,Paris,2,50
2016-08-04,Vaugirard,Paris,2,72
2015-12-27,Hotel-de-Ville,Paris,2,249
2013-11-02,Luxembourg,Paris,2,60
2016-01-06,Enclos-St-Laurent,Paris,2,80
2016-11-16,Gobelins,Paris,2,68
2013-08-08,Palais-Bourbon,Paris,2,95
2017-07-16,Pantheon,Paris,2,49
2012-03-08,Reuilly,Paris,2,90
2017-05-27,Hotel-de-Ville,Paris,2,51
2017-10-22,Buttes-Montmartre,Paris,2,76
2017-09-01,Enclos-St-Laurent,Paris,2,58
2015-02-05,Bourse,Paris,2,145
2016-03-25,Louvre,Paris,2,100
2013-08-15,Buttes-Montmartre,Paris,2,95
2013-08-13,Buttes-Montmartre,Paris,2,74
2014-05-19,Popincourt,Paris,2,80
2012-11-05,Temple,Paris,2,180
2016-06-27,Gobelins,Paris,2,75
2012-07-20,Popincourt,Paris,2,103
2016-07-28,Batignolles-Monceau,Paris,2,60
2015-09-14,Hotel-de-Ville,Paris,2,200
2015-02-05,Hotel-de-Ville,Paris,2,150
2016-09-24,Batignolles-Monceau,Paris,2,120
2014-02-24,Temple,Paris,2,115
2014-04-22,Enclos-St-Laurent,Paris,2,60
2020-09-15,Enclos-St-Laurent,Paris,2,42
2013-09-16,Batignolles-Monceau,Paris,2,55
2014-11-06,Buttes-Montmartre,Paris,2,40
2010-11-23,Louvre,Paris,4,89
2011-06-21,Bourse,Paris,4,50
2011-12-09,Louvre,Paris,4,129
2012-11-29,Buttes-Montmartre,Paris,4,109
2013-08-14,Buttes-Montmartre,Paris,4,89
2013-09-24,Observatoire,Paris,4,89
2013-11-27,Louvre,Paris,4,230
2014-04-17,Batignolles-Monceau,Paris,4,126
2013-09-19,Popincourt,Paris,4,106
2014-05-05,Vaugirard,Paris,4,85
2014-06-09,Menilmontant,Paris,4,85
2012-04-16,Reuilly,Paris,4,150
2012-07-28,Menilmontant,Paris,4,95
2013-07-05,Louvre,Paris,4,139
2014-09-30,Buttes-Chaumont,Paris,4,120
2015-03-01,Popincourt,Paris,4,129
2015-04-26,Reuilly,Paris,4,100
2012-04-08,Buttes-Chaumont,Paris,4,64
2015-04-10,Passy,Paris,4,110
2015-07-07,Hotel-de-Ville,Paris,4,100
2015-07-20,Vaugirard,Paris,4,96
2014-06-23,Pantheon,Paris,4,150
2015-10-26,Popincourt,Paris,4,80
2015-02-15,Vaugirard,Paris,4,163
2011-11-19,Popincourt,Paris,4,143
2013-04-04,Temple,Paris,4,195
2015-10-16,Reuilly,Paris,4,81
2012-02-20,Vaugirard,Paris,4,50
2016-03-01,Hotel-de-Ville,Paris,4,230
2012-05-06,Popincourt,Paris,4,140
2013-07-21,Observatoire,Paris,4,130
2016-07-03,Vaugirard,Paris,4,90
2015-10-13,Pantheon,Paris,4,90
2014-05-09,Reuilly,Paris,4,70
2017-02-15,Buttes-Montmartre,Paris,4,101
2013-12-03,Enclos-St-Laurent,Paris,4,85
2014-10-15,Observatoire,Paris,4,58
2013-12-23,Buttes-Montmartre,Paris,4,45
2014-12-20,Popincourt,Paris,4,55
2015-06-21,Gobelins,Paris,4,64
2017-10-11,Temple,Paris,4,150
2014-07-24,Observatoire,Paris,4,83
2012-11-20,Palais-Bourbon,Paris,4,86
2018-02-05,Hotel-de-Ville,Paris,4,255
2018-03-08,Vaugirard,Paris,4,82
2014-06-23,Hotel-de-Ville,Paris,4,96
2015-09-11,Enclos-St-Laurent,Paris,4,105
2018-01-22,Pantheon,Paris,4,115
2018-05-11,Passy,Paris,4,106
2018-06-04,Bourse,Paris,4,120
2014-11-09,Batignolles-Monceau,Paris,4,120
2018-06-19,Louvre,Paris,4,120
2015-12-02,Passy,Paris,4,95
2018-11-11,Temple,Paris,4,175
2015-01-08,Gobelins,Paris,4,85
2011-12-09,Enclos-St-Laurent,Paris,4,140
